date,total_confirm,total_dead,total_heal,total_severe,total_suspect,today_confirm,today_dead,today_heal,today_severe,today_storeConfirm,today_suspect,name
2020-03-07,75,1,68,0,0,0,0,3,,,,内蒙古
2020-03-08,75,1,70,0,0,0,0,2,,,,内蒙古
2020-03-09,75,1,70,0,0,0,0,0,,,,内蒙古
2020-03-10,75,1,70,0,0,0,0,0,,,,内蒙古
2020-03-11,75,1,71,0,0,0,0,1,,,,内蒙古
2020-03-12,75,1,71,0,0,0,0,0,,,,内蒙古
2020-03-13,75,1,71,0,0,0,0,0,,,,内蒙古
2020-03-14,75,1,71,0,0,0,0,0,,,,内蒙古
2020-03-15,75,1,71,0,0,0,0,0,,,,内蒙古
2020-03-16,75,1,73,0,0,0,0,2,,,,内蒙古
2020-03-17,75,1,73,0,0,0,0,0,,,,内蒙古
2020-03-18,75,1,74,0,0,0,0,1,,,,内蒙古
2020-03-19,75,1,74,0,0,0,0,0,,,,内蒙古
2020-03-20,75,1,74,0,0,0,0,0,,,,内蒙古
2020-03-21,75,1,74,0,0,0,0,0,,,,内蒙古
2020-03-22,75,1,74,0,0,0,0,0,,,,内蒙古
2020-03-23,75,1,74,0,0,0,0,0,,,,内蒙古
2020-03-24,77,1,74,0,2,2,0,0,0.0,,0.0,内蒙古
2020-03-25,89,1,74,0,0,12,0,0,,,,内蒙古
2020-01-21,0,0,0,0,0,0,0,0,,,,新疆
2020-01-22,0,0,0,0,0,0,0,0,,,,新疆
2020-01-23,2,0,0,0,3,2,0,0,,,,新疆
2020-01-24,3,0,0,0,0,1,0,0,,,,新疆
2020-01-25,4,0,0,0,1,1,0,0,,,,新疆
2020-01-26,5,0,0,0,6,1,0,0,,,,新疆
2020-01-27,10,0,0,0,2,5,0,0,,,,新疆
2020-01-28,13,0,0,0,3,3,0,0,,,,新疆
2020-01-29,14,0,0,0,22,1,0,0,,,,新疆
2020-01-30,17,0,0,0,28,3,0,0,,,,新疆
2020-01-31,18,0,0,0,19,1,0,0,,,,新疆
2020-02-01,21,0,0,0,21,3,0,0,,,,新疆
2020-02-02,24,0,0,0,26,3,0,0,,,,新疆
2020-02-03,29,0,0,0,33,5,0,0,,,,新疆
2020-02-04,32,0,0,0,46,3,0,0,,,,新疆
2020-02-05,36,0,0,0,0,4,0,0,,,0.0,新疆
2020-02-06,39,0,0,0,39,3,0,0,,,16.0,新疆
2020-02-07,42,0,0,0,0,3,0,0,,,,新疆
2020-02-08,45,0,0,0,0,3,0,0,,,,新疆
2020-02-09,49,0,0,0,0,4,0,0,,,,新疆
2020-02-10,55,0,0,0,0,6,0,0,,,,新疆
2020-02-11,59,0,3,0,0,4,0,3,,,,新疆
2020-02-12,63,1,3,0,0,4,1,0,,,,新疆
2020-02-13,65,1,6,0,0,2,0,3,,,0.0,新疆
2020-02-14,70,1,6,0,0,5,0,0,,,,新疆
2020-02-15,71,1,11,0,0,1,0,5,,,,新疆
2020-02-16,75,1,12,0,0,4,0,1,,,,新疆
2020-02-17,76,1,12,0,0,1,0,0,,,,新疆
2020-02-18,76,1,14,0,0,0,0,2,,,,新疆
2020-02-19,76,1,20,0,0,0,0,6,,,,新疆
2020-02-20,76,1,22,0,0,0,0,2,,,,新疆
2020-02-21,76,2,24,0,0,0,1,2,,,,新疆
2020-02-22,76,2,25,0,0,0,0,1,,,,新疆
2020-02-23,76,2,28,0,0,0,0,3,,,,新疆
2020-02-24,76,2,30,0,0,0,0,2,,,,新疆
2020-02-25,76,2,30,0,0,0,0,0,,,,新疆
2020-02-26,76,2,34,0,0,0,0,4,,,,新疆
2020-02-27,76,3,43,0,0,0,1,9,,,,新疆
2020-02-28,76,3,52,0,0,0,0,9,,,,新疆
2020-02-29,76,3,62,0,0,0,0,10,,,,新疆
2020-03-01,76,3,64,0,0,0,0,2,,,,新疆
2020-03-02,76,3,67,0,0,0,0,3,,,,新疆
2020-03-03,76,3,68,0,0,0,0,1,,,,新疆
2020-03-04,76,3,69,0,0,0,0,1,,,,新疆
2020-03-05,76,3,70,0,0,0,0,1,,,,新疆
2020-03-06,76,3,71,0,0,0,0,1,,,,新疆
2020-03-07,76,3,72,0,0,0,0,1,,,,新疆
2020-03-08,76,3,73,0,0,0,0,1,,,,新疆
2020-03-09,76,3,73,0,0,0,0,0,,,,新疆
2020-03-10,76,3,73,0,0,0,0,0,,,,新疆
2020-03-11,76,3,73,0,0,0,0,0,,,,新疆
2020-03-12,76,3,73,0,0,0,0,0,,,,新疆
2020-03-13,76,3,73,0,0,0,0,0,,,,新疆
2020-03-14,76,3,73,0,0,0,0,0,,,,新疆
2020-03-15,76,3,73,0,0,0,0,0,,,,新疆
2020-03-16,76,3,73,0,0,0,0,0,,,,新疆
2020-03-17,76,3,73,0,0,0,0,0,,,,新疆
2020-03-18,76,3,73,0,0,0,0,0,,,,新疆
2020-03-19,76,3,73,0,0,0,0,0,,,,新疆
2020-03-20,76,3,73,0,0,0,0,0,,,,新疆
2020-03-21,76,3,73,0,0,0,0,0,,,,新疆
2020-03-22,76,3,73,0,0,0,0,0,,,,新疆
2020-03-23,76,3,73,0,0,0,0,0,,,,新疆
2020-03-24,76,3,73,0,0,0,0,0,,,,新疆
2020-01-24,3,0,0,0,1,3,0,0,,,,宁夏
2020-01-25,4,0,0,0,1,1,0,0,,,,宁夏
2020-01-26,7,0,0,0,0,3,0,0,,,,宁夏
2020-01-27,11,0,0,0,0,4,0,0,,,,宁夏
2020-01-28,12,0,0,0,2,1,0,0,,,,宁夏
2020-01-29,17,0,0,0,1,5,0,0,,,,宁夏
2020-01-30,21,0,0,0,1,4,0,0,,,,宁夏
2020-01-31,26,0,0,0,1,5,0,0,,,,宁夏
2020-02-01,28,0,0,0,8,2,0,0,,,,宁夏
2020-02-02,31,0,1,0,12,3,0,1,,,,宁夏
2020-02-03,34,0,1,0,18,3,0,0,,,,宁夏
2020-02-04,34,0,1,0,24,0,0,0,,,,宁夏
2020-02-05,40,0,1,0,0,6,0,0,,,0.0,宁夏
2020-02-06,43,0,1,0,45,3,0,0,,,6.0,宁夏
2020-02-07,44,0,3,0,0,1,0,2,,,,宁夏
2020-02-08,45,0,13,0,0,1,0,10,,,,宁夏
2020-02-09,49,0,13,0,0,4,0,0,,,,宁夏
2020-02-10,53,0,14,0,0,4,0,1,,,,宁夏
2020-02-11,58,0,22,0,0,5,0,8,,,0.0,宁夏
2020-02-12,64,0,24,0,0,6,0,2,,,,宁夏
2020-02-13,67,0,24,0,0,3,0,0,,,,宁夏
2020-02-14,70,0,27,0,0,3,0,3,,,,宁夏
2020-02-15,70,0,33,0,0,0,0,6,,,,宁夏
2020-02-16,70,0,33,0,0,0,0,0,,,,宁夏
2020-02-17,70,0,35,0,0,0,0,2,,,,宁夏
2020-02-18,71,0,42,0,0,1,0,7,,,,宁夏
2020-02-19,71,0,42,0,0,0,0,0,,,,宁夏
2020-02-20,71,0,44,0,0,0,0,2,,,,宁夏
2020-02-21,71,0,48,0,0,0,0,4,,,,宁夏
2020-02-22,71,0,48,0,0,0,0,0,,,,宁夏
2020-02-23,71,0,57,0,0,0,0,9,,,,宁夏
2020-02-24,71,0,58,0,0,0,0,1,,,,宁夏
2020-02-25,71,0,61,0,0,0,0,3,,,,宁夏
2020-02-26,72,0,65,0,0,1,0,4,,,,宁夏
2020-02-27,72,0,68,0,0,0,0,3,,,,宁夏
2020-02-28,73,0,68,0,0,1,0,0,,,,宁夏
2020-02-29,73,0,69,0,0,0,0,1,,,,宁夏
2020-03-01,74,0,69,0,0,1,0,0,,,,宁夏
2020-03-02,74,0,69,0,0,0,0,0,,,,宁夏
2020-03-03,75,0,69,0,0,1,0,0,,,,宁夏
2020-03-04,75,0,69,0,0,0,0,0,,,,宁夏
2020-03-05,75,0,69,0,0,0,0,0,,,,宁夏
2020-03-06,75,0,71,0,0,0,0,2,,,,宁夏
2020-03-07,75,0,71,0,0,0,0,0,,,,宁夏
2020-03-08,75,0,71,0,0,0,0,0,,,,宁夏
2020-03-09,75,0,71,0,0,0,0,0,,,,宁夏
2020-03-10,75,0,71,0,0,0,0,0,,,,宁夏
2020-03-11,75,0,73,0,0,0,0,2,,,,宁夏
2020-03-12,75,0,73,0,0,0,0,0,,,,宁夏
2020-03-13,75,0,73,0,0,0,0,0,,,,宁夏
2020-03-14,75,0,73,0,0,0,0,0,,,,宁夏
2020-03-15,75,0,73,0,0,0,0,0,,,,宁夏
2020-03-16,75,0,75,0,0,0,0,2,,,,宁夏
2020-03-17,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-18,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-19,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-20,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-21,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-22,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-23,75,0,75,0,0,0,0,0,,,,宁夏
2020-03-24,75,0,75,0,0,0,0,0,,,,宁夏
2020-01-21,1,0,1,0,0,1,0,1,,,,澳门
2020-01-22,1,0,1,0,0,0,0,0,,,,澳门
2020-01-23,2,0,1,0,0,1,0,0,,,,澳门
2020-01-24,2,0,1,0,0,0,0,0,,,,澳门
2020-01-25,2,0,1,0,0,0,0,0,,,,澳门
2020-01-26,5,0,1,0,0,3,0,0,,,,澳门
2020-01-27,7,0,1,0,0,2,0,0,,,,澳门
2020-01-28,7,0,0,0,0,0,0,0,,,,澳门
2020-01-29,7,0,0,0,0,0,0,0,,,,澳门
2020-01-30,7,0,0,0,0,0,0,0,,,,澳门
2020-01-31,7,0,0,0,0,0,0,0,,,,澳门
2020-02-01,7,0,0,0,0,0,0,0,,,,澳门
2020-02-02,8,0,0,0,0,1,0,0,,,,澳门
2020-02-03,8,0,0,0,0,0,0,0,,,,澳门
2020-02-04,10,0,0,0,0,2,0,0,,,,澳门
2020-02-05,10,0,0,0,0,0,0,0,,,0.0,澳门
2020-02-06,10,0,1,0,0,0,0,1,,,0.0,澳门
2020-02-07,10,0,1,0,0,0,0,0,,,0.0,澳门
2020-02-08,10,0,1,0,0,0,0,0,,,0.0,澳门
2020-02-09,10,0,1,0,0,0,0,0,,,0.0,澳门
2020-02-10,10,0,1,0,0,0,0,0,,,0.0,澳门
2020-02-11,10,0,1,0,0,0,0,0,,,0.0,澳门
2020-02-12,10,0,2,0,0,0,0,1,,,0.0,澳门
2020-02-13,10,0,3,0,0,0,0,1,,,0.0,澳门
2020-02-14,10,0,3,0,0,0,0,0,,,0.0,澳门
2020-02-15,10,0,3,0,0,0,0,0,,,0.0,澳门
2020-02-16,10,0,5,0,0,0,0,2,,,0.0,澳门
2020-02-17,10,0,5,0,0,0,0,0,,,0.0,澳门
2020-02-18,10,0,6,0,0,0,0,1,,,0.0,澳门
2020-02-19,10,0,6,0,0,0,0,0,,,0.0,澳门
2020-02-20,10,0,6,0,0,0,0,0,,,0.0,澳门
2020-02-21,10,0,6,0,0,0,0,0,,,0.0,澳门
2020-02-22,10,0,6,0,0,0,0,0,,,0.0,澳门
2020-02-23,10,0,6,0,0,0,0,0,,,0.0,澳门
2020-02-24,10,0,6,0,0,0,0,0,,,0.0,澳门
2020-02-25,10,0,7,0,0,0,0,1,,,0.0,澳门
2020-02-26,10,0,7,0,0,0,0,0,,,,澳门
2020-02-27,10,0,8,0,0,0,0,1,,,0.0,澳门
2020-02-28,10,0,8,0,0,0,0,0,,,,澳门
2020-02-29,10,0,8,0,0,0,0,0,,,,澳门
2020-03-01,10,0,8,0,0,0,0,0,,,,澳门
2020-03-02,10,0,8,0,0,0,0,0,,,,澳门
2020-03-03,10,0,9,0,0,0,0,1,0.0,,0.0,澳门
2020-03-04,10,0,9,0,0,0,0,0,,,,澳门
2020-03-05,10,0,9,0,0,0,0,0,,,,澳门
2020-03-06,10,0,10,0,0,0,0,1,0.0,,0.0,澳门
2020-03-07,10,0,10,0,0,0,0,0,,,,澳门
2020-03-08,10,0,10,0,0,0,0,0,,,,澳门
2020-03-09,10,0,10,0,0,0,0,0,,,,澳门
2020-03-10,10,0,10,0,0,0,0,0,,,,澳门
2020-03-11,10,0,10,0,0,0,0,0,,,,澳门
2020-03-12,10,0,10,0,0,0,0,0,,,,澳门
2020-03-13,10,0,10,0,0,0,0,0,,,,澳门
2020-03-14,10,0,10,0,0,0,0,0,,,,澳门
2020-03-15,11,0,10,0,0,1,0,0,0.0,,0.0,澳门
2020-03-16,11,0,10,0,0,0,0,0,,,,澳门
2020-03-17,13,0,10,0,0,2,0,0,0.0,,0.0,澳门
2020-03-18,15,0,10,0,0,2,0,0,0.0,,0.0,澳门
2020-03-19,17,0,10,0,0,2,0,0,0.0,,0.0,澳门
2020-03-20,17,0,10,0,0,0,0,0,,,,澳门
2020-03-21,18,0,10,0,0,1,0,0,0.0,,0.0,澳门
2020-03-22,21,0,10,0,0,3,0,0,0.0,,0.0,澳门
2020-03-23,25,0,10,0,0,4,0,0,0.0,,0.0,澳门
2020-03-24,26,0,10,0,0,1,0,0,0.0,,0.0,澳门
2020-03-25,30,0,10,0,0,4,0,0,0.0,,0.0,澳门
2020-03-26,31,0,10,0,0,1,0,0,0.0,,0.0,澳门
2020-01-26,4,0,0,0,0,4,0,0,,,,青海
2020-01-27,6,0,0,0,0,2,0,0,,,,青海
2020-01-28,6,0,0,0,0,0,0,0,,,,青海
2020-01-29,6,0,0,0,1,0,0,0,,,,青海
2020-01-30,8,0,0,0,0,2,0,0,,,,青海
2020-01-31,8,0,0,0,1,0,0,0,,,0.0,青海
2020-02-01,9,0,0,0,2,1,0,0,,,,青海
2020-02-02,13,0,0,0,0,4,0,0,,,,青海
2020-02-03,15,0,0,0,0,2,0,0,,,,青海
2020-02-04,17,0,0,0,0,2,0,0,,,,青海
2020-02-05,18,0,3,0,0,1,0,3,,,0.0,青海
2020-02-06,18,0,3,0,0,0,0,0,,,0.0,青海
2020-02-07,18,0,3,0,0,0,0,0,,,,青海
2020-02-08,18,0,3,0,0,0,0,0,,,,青海
2020-02-09,18,0,3,0,0,0,0,0,,,,青海
2020-02-10,18,0,3,0,0,0,0,0,,,,青海
2020-02-11,18,0,5,0,0,0,0,2,,,,青海
2020-02-12,18,0,9,0,0,0,0,4,,,,青海
2020-02-13,18,0,11,0,0,0,0,2,,,,青海
2020-02-14,18,0,11,0,0,0,0,0,,,,青海
2020-02-15,18,0,13,0,0,0,0,2,,,,青海
2020-02-16,18,0,13,0,0,0,0,0,,,,青海
2020-02-17,18,0,13,0,0,0,0,0,,,,青海
2020-02-18,18,0,15,0,0,0,0,2,,,,青海
2020-02-19,18,0,16,0,0,0,0,1,,,,青海
2020-02-20,18,0,16,0,0,0,0,0,,,,青海
2020-02-21,18,0,18,0,0,0,0,2,,,,青海
2020-02-22,18,0,18,0,0,0,0,0,,,,青海
2020-02-23,18,0,18,0,0,0,0,0,,,,青海
2020-02-24,18,0,18,0,0,0,0,0,,,,青海
2020-02-25,18,0,18,0,0,0,0,0,,,,青海
2020-02-26,18,0,18,0,0,0,0,0,,,,青海
2020-02-27,18,0,18,0,0,0,0,0,,,,青海
2020-02-28,18,0,18,0,0,0,0,0,,,,青海
2020-02-29,18,0,18,0,0,0,0,0,,,,青海
2020-03-01,18,0,18,0,0,0,0,0,,,,青海
2020-03-02,18,0,18,0,0,0,0,0,,,,青海
2020-03-03,18,0,18,0,0,0,0,0,,,,青海
2020-03-04,18,0,18,0,0,0,0,0,,,,青海
2020-03-05,18,0,18,0,0,0,0,0,,,,青海
2020-03-06,18,0,18,0,0,0,0,0,,,,青海
2020-03-07,18,0,18,0,0,0,0,0,,,,青海
2020-03-08,18,0,18,0,0,0,0,0,,,,青海
2020-03-09,18,0,18,0,0,0,0,0,,,,青海
2020-03-10,18,0,18,0,0,0,0,0,,,,青海
2020-03-11,18,0,18,0,0,0,0,0,,,,青海
2020-03-12,18,0,18,0,0,0,0,0,,,,青海
2020-03-13,18,0,18,0,0,0,0,0,,,,青海
2020-03-14,18,0,18,0,0,0,0,0,,,,青海
2020-03-15,18,0,18,0,0,0,0,0,,,,青海
2020-03-16,18,0,18,0,0,0,0,0,,,,青海
2020-03-17,18,0,18,0,0,0,0,0,,,,青海
2020-03-18,18,0,18,0,0,0,0,0,,,,青海
2020-03-19,18,0,18,0,0,0,0,0,,,,青海
2020-03-20,18,0,18,0,0,0,0,0,,,,青海
2020-03-21,18,0,18,0,0,0,0,0,,,,青海
2020-03-22,18,0,18,0,0,0,0,0,,,,青海
2020-03-23,18,0,18,0,0,0,0,0,,,,青海
2020-03-24,18,0,18,0,0,0,0,0,,,,青海
2020-01-21,0,0,0,0,0,0,0,0,,,,西藏
2020-01-22,0,0,0,0,0,0,0,0,,,,西藏
2020-01-23,0,0,0,0,0,0,0,0,,,,西藏
2020-01-24,0,0,0,0,0,0,0,0,,,,西藏
2020-01-25,0,0,0,0,0,0,0,0,,,,西藏
2020-01-26,0,0,0,0,0,0,0,0,,,,西藏
2020-01-27,0,0,0,0,0,0,0,0,,,,西藏
2020-01-28,0,0,0,0,1,0,0,0,,,,西藏
2020-01-29,1,0,0,0,0,1,0,0,,,,西藏
2020-01-30,1,0,0,0,0,0,0,0,,,,西藏
2020-01-31,1,0,0,0,0,0,0,0,,,,西藏
2020-02-01,1,0,0,0,0,0,0,0,,,,西藏
2020-02-02,1,0,0,0,0,0,0,0,,,,西藏
2020-02-03,1,0,0,0,0,0,0,0,,,,西藏
2020-02-04,1,0,0,0,0,0,0,0,,,,西藏
2020-02-05,1,0,0,0,0,0,0,0,,,0.0,西藏
2020-02-06,1,0,0,0,0,0,0,0,,,0.0,西藏
2020-02-07,1,0,0,0,0,0,0,0,,,0.0,西藏
2020-02-08,1,0,0,0,0,0,0,0,,,,西藏
2020-02-09,1,0,0,0,0,0,0,0,,,,西藏
2020-02-10,1,0,0,0,0,0,0,0,,,,西藏
2020-02-11,1,0,0,0,0,0,0,0,,,,西藏
2020-02-12,1,0,1,0,0,0,0,1,,,,西藏
2020-02-13,1,0,1,0,0,0,0,0,,,,西藏
2020-02-14,1,0,1,0,0,0,0,0,,,,西藏
2020-02-15,1,0,1,0,0,0,0,0,,,,西藏
2020-02-16,1,0,1,0,0,0,0,0,,,,西藏
2020-02-17,1,0,1,0,0,0,0,0,,,,西藏
2020-02-18,1,0,1,0,0,0,0,0,,,,西藏
2020-02-19,1,0,1,0,0,0,0,0,,,,西藏
2020-02-20,1,0,1,0,0,0,0,0,,,,西藏
2020-02-21,1,0,1,0,0,0,0,0,,,,西藏
2020-02-22,1,0,1,0,0,0,0,0,,,,西藏
2020-02-23,1,0,1,0,0,0,0,0,,,,西藏
2020-02-24,1,0,1,0,0,0,0,0,,,,西藏
2020-02-25,1,0,1,0,0,0,0,0,,,,西藏
2020-02-26,1,0,1,0,0,0,0,0,,,,西藏
2020-02-27,1,0,1,0,0,0,0,0,,,,西藏
2020-02-28,1,0,1,0,0,0,0,0,,,,西藏
2020-02-29,1,0,1,0,0,0,0,0,,,,西藏
2020-03-01,1,0,1,0,0,0,0,0,,,,西藏
2020-03-02,1,0,1,0,0,0,0,0,,,,西藏
2020-03-03,1,0,1,0,0,0,0,0,,,,西藏
2020-03-04,1,0,1,0,0,0,0,0,,,,西藏
2020-03-05,1,0,1,0,0,0,0,0,,,,西藏
2020-03-07,1,0,1,0,0,0,0,0,,,,西藏
2020-03-08,1,0,1,0,0,0,0,0,,,,西藏
2020-03-09,1,0,1,0,0,0,0,0,,,,西藏
2020-03-10,1,0,1,0,0,0,0,0,,,,西藏
2020-03-11,1,0,1,0,0,0,0,0,,,,西藏
2020-03-12,1,0,1,0,0,0,0,0,,,,西藏
2020-03-13,1,0,1,0,0,0,0,0,,,,西藏
2020-03-14,1,0,1,0,0,0,0,0,,,,西藏
2020-03-15,1,0,1,0,0,0,0,0,,,,西藏
2020-03-16,1,0,1,0,0,0,0,0,,,,西藏
2020-03-17,1,0,1,0,0,0,0,0,,,,西藏
2020-03-18,1,0,1,0,0,0,0,0,,,,西藏
2020-03-19,1,0,1,0,0,0,0,0,,,,西藏
2020-03-20,1,0,1,0,0,0,0,0,,,,西藏
2020-03-21,1,0,1,0,0,0,0,0,,,,西藏
2020-03-22,1,0,1,0,0,0,0,0,,,,西藏
2020-03-23,1,0,1,0,0,0,0,0,,,,西藏
2020-03-24,1,0,1,0,0,0,0,0,,,,西藏
